Genome Name / Sample Name	JGI Project ID / ITS PID	DB	IMG_Name	IMG_Downloaded
Oceanospirillum beijerinckii DSM 7166	1013592	null	NA	NO
Thermaerobacter subterraneus C21, DSM 13965	401102	null	NA	NO
Streptomyces indicus CGMCC 4.5727	1085110	StrindCGMCC45727_FD	StrindCGMCC45727_FD.2675903130.tar.gz	YES
Oceanicella actignis DSM 22673	1049038	OceactDSM22673_FD	OceactDSM22673_FD.2593339287.tar.gz	YES
Micromonospora rifamycinica DSM 44983	1059282	MicrifDSM44983_FD	MicrifDSM44983_FD.2623620551.tar.gz	YES
Silanimonas lenta DSM 16282	1008580	SillenDSM16282_FD	SillenDSM16282_FD.2524614862.tar.gz	YES
Streptococcus plurextorum DSM 22810	1008517	StrpluDSM22810_FD	StrpluDSM22810_FD.2522572191.tar.gz	YES
Geitlerinema sp. PCC 7407	1088895	VDW4doublepeak_3	NA	NO
Rhizobium mesoamericanum STM6155	404592	null	NA	NO
Leisingera aquimarina DSM 24565 (scaffold version)	404181	LeiaquDSM24565_FD	LeiaquDSM24565_FD.2516653083.tar.gz	YES
Hydrogenobaculum sp. HO	16085	HydspHO_FD	HydspHO_FD.2506210034.tar.gz	YES
Chryseobacterium chaponense DSM 23145	1097112	ChrchaDSM23145_FD	ChrchaDSM23145_FD.2681813521.tar.gz	YES
Stanieria cyanosphaera PCC 7437	401203	StaspPCC7437_FD	StaspPCC7437_FD.2503754019.tar.gz	YES
Sinorhizobium meliloti Mlalz-1	404603	SinmelMlalz1_FD	SinmelMlalz1_FD.2513237143.tar.gz	YES
Orenia marismortui DSM 5156	403684	null	NA	NO
Nocardioides sp. YR527	1094132	NocspYR527_FD	NocspYR527_FD.2684622998.tar.gz	YES
Chryseobacterium oranimense DSM 19055	1086256	ChroraDSM19055_FD	ChroraDSM19055_FD.2684623028.tar.gz	YES
Mooreia alkaloidigena DSM 25186	1086197	MooalkDSM25186_FD	MooalkDSM25186_FD.2675903159.tar.gz	YES
Loktanella sediminum DSM 28715	1108160	LoksedDSM28715_FD	LoksedDSM28715_FD.2695421013.tar.gz	YES
Stenotrophomonas pavanii LMG 25348	1052520	StepavLMG25348_FD	StepavLMG25348_FD.2623620583.tar.gz	YES
Parageobacillus thermoglucosidasius C56-YS93	400611	GeotheC56YS93_FD	NA	NO
Albidovulum xiamenense CGMCC 1.10789	1076325	AlbxiaCGMC110789_FD	AlbxiaCGMC110789_FD.2663762716.tar.gz	YES
Salinispora pacifica CNY666	1025371	SalareCNY666_FD	SalareCNY666_FD.2563366532.tar.gz	YES
Variovorax sp. EL159	1050291	VarspEL159_FD	VarspEL159_FD.2608642243.tar.gz	YES
Thermoanaerobacter sp. X514	16903	null	NA	NO
Thalassospira xiaminensis USBA 78	1094799	ThaxiaUSBA78_FD	ThaxiaUSBA78_FD.2657245370.tar.gz	YES
Methylophilus rhizosphaerae CBMB127	1071324	MetrhiCBMB127_FD	MetrhiCBMB127_FD.2654588194.tar.gz	YES
Micromonosporaceae bacterium URHE0070	1015631	null	NA	NO
Salinicoccus qingdaoensis CGMCC 1.8895	1076364	SalqinCGMCC18895_FD	SalqinCGMCC18895_FD.2667527445.tar.gz	YES
Sinorhizobium arboris LMG 14919	404020	SinarbLMG14919_FD	SinarbLMG14919_FD.2512047086.tar.gz	YES
Geodermatophilus turciae DSM 44513	1043273	Geotur445PBPilot_FD	Geotur445PBPilot_FD.2585427555.tar.gz	YES
Desulfovibrio bastinii DSM 16055	1010854	null	NA	NO
Halanaerobium congolense WG8	1066526	HalconWG8_FD	HalconWG8_FD.2642422587.tar.gz	YES
Clostridium sp. KNHs214	1023000	ClospKNHs214_FD	ClospKNHs214_FD.2579778518.tar.gz	YES
Mycoplasma alkalescens ATCC 29103	1095789	MycalkATCC29103_FD	MycalkATCC29103_FD.2675903698.tar.gz	YES
Desulfatiglans anilini DSM 4660	1013759	DesaniDSM4660_FD	DesaniDSM4660_FD.2526164742.tar.gz	YES
Prevotella intermedia ATCC 25611	407781	PreintATCC25611_FD	PreintATCC25611_FD.2515154173.tar.gz	YES
Brevundimonas sp. 374	1001081	Mycsp374_FD	Mycsp374_FD.2596583649.tar.gz	YES
Chitinophaga jiangningensis DSM 27406	1107877	null	NA	NO
Bacillus cereus cytotoxis NVH 391-98	16572	bacce	NA	NO
Chlorobium phaeovibrioides DSM 265	16294	chlvi	NA	NO
Paracoccus chinensis CGMCC 1.7655	1058171	ParchiCGMCC17655_FD	ParchiCGMCC17655_FD.2617270907.tar.gz	YES
Caldicellulosiruptor kronotskyensis 2002	400933	Calsis_FD	NA	NO
Salinispora arenicola CNS820	1025332	SalareCNS820_FD	SalareCNS820_FD.2565956528.tar.gz	YES
Gillisia sp. JM1	1012451	GillisiaspJM1_FD	GillisiaspJM1_FD.2524614680.tar.gz	YES
Teredinibacter sp. 1162T.S.0a.05	1008262	Tersp1162TS0a05_FD	Tersp1162TS0a05_FD.2524614822.tar.gz	YES
Brevundimonas subvibrioides ATCC 15264	202770	bresu	NA	NO
Psychrobacter lutiphocae DSM 21542	1007469	PsylutDSM21542_FD	PsylutDSM21542_FD.2521172648.tar.gz	YES
Thermoactinomyces vulgaris DSM 43016	1055574	ThevulDSM43016_FD	ThevulDSM43016_FD.2616644978.tar.gz	YES
Bacillus coagulans CSIL1	1012232	BaccoaCSIL1_FD	BaccoaCSIL1_FD.2522572060.tar.gz	YES
Chryseobacterium sp. RU33C	1115933	null	NA	NO
Pseudomonas syringae pv. apii BS2900	1105427	PsesyrapiiBS2900_FD	PsesyrapiiBS2900_FD.2687453749.tar.gz	YES
Rheinheimera pacifica DSM 17616	1048624	RhepacDSM17616_FD	RhepacDSM17616_FD.2599185208.tar.gz	YES
Tropicibacter naphthalenivorans DSM 19561	1059098	null	NA	NO
Hasllibacter halocynthiae DSM 29318	1086202	HashalDSM29318_FD	HashalDSM29318_FD.2681812958.tar.gz	YES
Acinetobacter boissieri ANC 4422	1102505	AciboiANC4422_FD	AciboiANC4422_FD.2671180229.tar.gz	YES
Aeromonas veroni RU31B	1115921	AerverRU31B_FD	AerverRU31B_FD.2708742417.tar.gz	YES
Pedobacter nutrimenti DSM 27372	1059131	PednutDSM27372_FD	PednutDSM27372_FD.2619619049.tar.gz	YES
Halomonas pantelleriensis AAP	1071305	HalpanAAP_FD	HalpanAAP_FD.2654587879.tar.gz	YES
Lachnospiraceae bacterium YSB2008	1026143	null	NA	NO
Cutibacterium acnes NLAE-zl-G260	1082125	ProacnNLAEzlG260_FD	ProacnNLAEzlG260_FD.2654588184.tar.gz	YES
Thermus islandicus DSM 21543	1013580	TheislDSM21543_FD	TheislDSM21543_FD.2524614852.tar.gz	YES
Streptomyces sp. KhCrAH-40	1015944	StrspKhCrAH40_FD	StrspKhCrAH40_FD.2524614547.tar.gz	YES
Bankia setacea gill symbiont BS12	0	pinbe	NA	NO
Salinispora arenicola CNS-205	16351	salar	NA	NO
Halarsenatibacter silvermanii SLAS-1	1066539	HalsilSLAS1_FD	HalsilSLAS1_FD.2639762507.tar.gz	YES
Rheinheimera baltica DSM 14885	1011070	RhebalDSM14885_FD	RhebalDSM14885_FD.2523533585.tar.gz	YES
Pseudomonas lundensis BS3654	1066928	PselunBS3654_FD	PselunBS3654_FD.2639762560.tar.gz	YES
Tessaracoccus oleiagri CGMCC 1.9159	1058193	TesoleCGMCC19159_FD	TesoleCGMCC19159_FD.2617270936.tar.gz	YES
Bifidobacterium ruminantium DSM 6489	1026092	BifrumDSM6489_FD	BifrumDSM6489_FD.3407209-2558860117.tar.gz	YES
Lactococcus lactis lactis 511	1020233	Laclacslactis511_FD	Laclacslactis511_FD.2571042907.tar.gz	YES
Desulfitobacterium sp. PCE1, DSM 10344	402548	DesspPCDSM10344_FD	DesspPCDSM10344_FD.2512875014.tar.gz	YES
Micromonospora inyonensis DSM 46123	1068219	MicinyDSM46123_FD	MicinyDSM46123_FD.2636415978.tar.gz	YES
Teredinibacter turnerae T8412	1008676	TerturT8412_FD	TerturT8412_FD.2519899664.tar.gz	YES
Desulfuromonas acetoxidans DSM 684	16715	desac	desac.2606217295.tar.gz	YES
Lachnospiraceae bacterium MC2017	1020371	LacbacMC2017_FD	LacbacMC2017_FD.3408236-2561511145.tar.gz	YES
Deinococcus frigens DSM 12807	1011091	DeifriDSM12807_FD	DeifriDSM12807_FD.2561511139.tar.gz	YES
Cellulomonas flavigena 134, DSM 20109	98670	null	NA	NO
Paracoccus sanguinis DSM 29303	1108164	ParsanDSM29303_FD	ParsanDSM29303_FD.2693429863.tar.gz	YES
Pseudomonas sp. 7SR1	1106205	Psesp7SR1_FD	Psesp7SR1_FD.2681812917.tar.gz	YES
Pedobacter steynii DSM 19110	1086216	PedsteDSM19110_FD	PedsteDSM19110_FD.2675903693.tar.gz	YES
Anaerosporobacter mobilis DSM 15930	1036743	AnamobDSM15930_FD	AnamobDSM15930_FD.2588253509.tar.gz	YES
Streptococcus henryi A-4	1041628	StrhenA4_FD	StrhenA4_FD.2593339212.tar.gz	YES
Streptococcus equinus Sb09	1082206	StrequSb09_FD	StrequSb09_FD.2654588197.tar.gz	YES
Thioalkalivibrio sp. ALJ5	1000382	ThispALJ5_FD	ThispALJ5_FD.2517572218.tar.gz	YES
Corynebacterium mycetoides DSM 20632	1068252	CormycDSM20632_FD	CormycDSM20632_FD.2634166344.tar.gz	YES
Chryseobacterium taihuense CGMCC 1.10941	1076377	ChrtaiCGMC110941_FD	ChrtaiCGMC110941_FD.2663762742.tar.gz	YES
Enterococcus faecalis 68A	1020269	Entfae68A_FD	Entfae68A_FD.2565956507.tar.gz	YES
Salinispora arenicola CNT005	407408	SalareCNT005_2_FD	SalareCNT005_2_FD.2516143116.tar.gz	YES
Prevotella baroniae DSM 16972	1003010	PrebarDSM16972_FD	PrebarDSM16972_FD.2526164515.tar.gz	YES
Ochrobactrum intermedium J2	403496	OchintJ2_FD	OchintJ2_FD.2504756061.tar.gz	YES
Parabacteroides chartae DSM 24967	1048960	ParchaDSM24967_FD	ParchaDSM24967_FD.2595698220.tar.gz	YES
Sediminibacillus halophilus CGMCC 1.6199	1076352	SedhalCGMCC16199_FD	SedhalCGMCC16199_FD.2675902964.tar.gz	YES
Actinospica robiniae DSM 44927	98017	ActrobDSM44927_FD	ActrobDSM44927_FD.2510065062.tar.gz	YES
Maricaulis salignorans DSM 16077	1068470	MarsalDSM16077_FD	MarsalDSM16077_FD.2634166316.tar.gz	YES
Wenyingzhuangia marina DSM 100572	1107890	WenmarDSM100572_FD	WenmarDSM100572_FD.2695421042.tar.gz	YES
Pedobacter ruber DSM 24536	1086222	PedrubDSM24536_FD	PedrubDSM24536_FD.2675903227.tar.gz	YES
Pseudomonas xinjiangensis CCTCC 207151	1091819	PsexinCCTC207151_FD	PsexinCCTC207151_FD.2667527388.tar.gz	YES
Streptomyces wuyuanensis CGMCC 4.7042	1085123	StrwuyCGMCC47042_FD	StrwuyCGMCC47042_FD.2675903062.tar.gz	YES
Streptomyces sp. 3124.6	1107032	Strsp31246_FD	Strsp31246_FD.2695421014.tar.gz	YES
Halanaerobium congolense WG9	1066527	HalconWG9_FD	HalconWG9_FD.2642422542.tar.gz	YES
Sphingomonas sp. URHD0007	1015667	SphspURHD0007_FD	SphspURHD0007_FD.2523231013.tar.gz	YES
Pseudomonas sp. NFACC15-1	1049505	PsespNFACC151_FD	PsespNFACC151_FD.2599185212.tar.gz	YES
Alicycliphilus propanilivorax EPL6	1102451	AliproEPL6_FD	AliproEPL6_FD.2671180222.tar.gz	YES
Glaciecola agarilytica 4H-3-7+YE-5	402772	Glaica_FD	NA	NO
Aminobacter sp. J41	403836	AmispJ41_FD	AmispJ41_FD.2508501037.tar.gz	YES
Methylovorus glucosetrophus SIP3-4	400447	met_s	NA	NO
Salinispora pacifica CNH732	1025296	SalpacCNH732_FD	SalpacCNH732_FD.2571042006.tar.gz	YES
Salinispora tropica CNH898	407420	SaltroCNH898_2_FD	SaltroCNH898_2_FD.2515154094.tar.gz	YES
Stenotrophomonas sp. YR243	1057573	StespYR243_FD	StespYR243_FD.2617270730.tar.gz	YES
Cupriavidus necator A5-1	1015908	CupnecA51_FD	CupnecA51_FD.2574179762.tar.gz	YES
Sulfurihydrogenibium subterraneum DSM 15120	1011109	SulsubDSM15120_FD	SulsubDSM15120_FD.2558860995.tar.gz	YES
Pseudomonas azotoformans LMG 21611	1075353	PseazoLMG21611_FD	PseazoLMG21611_FD.2636416017.tar.gz	YES
Muricauda ruestringensis B1, DSM 13258	401071	MurrueDSM13258_FD	MurrueDSM13258_FD.2505679007.tar.gz	YES
Vibrio litoralis DSM 17657	1013948	ViblitDSM17657_FD	ViblitDSM17657_FD.3367591-2524614821.tar.gz	YES
Afipia sp. GAS231	1111471	AfipiaspGAS231_FD	AfipiaspGAS231_FD.2690315678.tar.gz	YES
Lachnospiraceae bacterium G11	1034334	LacbacG11_FD	LacbacG11_FD.2593339220.tar.gz	YES
Rhizobium leguminosarum bv. trifolii SRDI565	404035	RhilegtriSRDI565_FD	RhilegtriSRDI565_FD.2517287029.tar.gz	YES
Pseudomonas sp. BS3759	1105428	PsespBS3759_FD	PsespBS3759_FD.2687453721.tar.gz	YES
Lentzea californiensis DSM 43393	1048876	LencalDSM43393_FD	LencalDSM43393_FD.2596583533.tar.gz	YES
Caulobacter sp. URHA0033	1015664	CauspURHA0033_FD	CauspURHA0033_FD.2522572103.tar.gz	YES
Chlorobaculum parvum DSM 263	400017	chlpa	NA	NO
Streptomyces sp. CF386	1057579	null	NA	NO
Sedimentitalea nanhaiensis DSM 24252 (scaffold version)	404180	LeinanDSM24252_FD	LeinanDSM24252_FD.2512047090.tar.gz	YES
Algoriphagus alkaliphilus DSM 22703	1049044	AlgalkDSM22703_FD	AlgalkDSM22703_FD.2595698204.tar.gz	YES
Acidovorax sp. JHL-3	1016755	AcispJHL3_FD	AcispJHL3_FD.2529292695.tar.gz	YES
Loktanella vestfoldensis DSM 16212	1007457	LokvesDSM16212_FD	LokvesDSM16212_FD.2521172635.tar.gz	YES
Prevotella timonensis 4401737, DSM 22865	1013565	null	NA	NO
Lysinibacillus sp. BC-14	1039602	LysspBC14_FD	LysspBC14_FD.2585428105.tar.gz	YES
Methylotenera sp. L2L1	1041577	MetspL2L1_FD	MetspL2L1_FD.2582581869.tar.gz	YES
Prevotella dentalis ES 2772, DSM 3688	401089	PredenDSM3688_FD	PredenDSM3688_FD.2509276066.tar.gz	YES
Idiomarina woesei DSM 27808	1052797	null	NA	NO
Selenomonas sp. FC4001	1020329	SelspFC4001_FD	SelspFC4001_FD.3408170-2561511079.tar.gz	YES
Glomeribacter sp. 1016415	1016415	Glomeribactersp_FD	Glomeribactersp_FD.2522125174.tar.gz	YES
Streptomyces sp. ScaeMP-6W	400910	ActbacMd6W_FD	ActbacMd6W_FD.2657245704.tar.gz	YES
Streptomyces sp. KhCrAH-340	405359	StrspKhCrAH340_FD	StrspKhCrAH340_FD.2515154098.tar.gz	YES
Pseudomonas arsenicoxydans CECT 7543	1075352	PsearsCECT7543	NA	NO
Burkholderia sp. CF145	1057515	BurspCF145_FD	BurspCF145_FD.2713897432.tar.gz	YES
Lactobacillus mucosae WCC8	1082138	LacmucWCC8_FD	LacmucWCC8_FD.2654588121.tar.gz	YES
Pseudomonas poae BS2776	1066937	PsepoaBS2776_FD	PsepoaBS2776_FD.2639762637.tar.gz	YES
Lachnospiraceae bacterium AC2014	1020326	LacbacAC2014_FD	LacbacAC2014_FD.3412981-2562617014.tar.gz	YES
Halomonas arcis CGMCC 1.6494	1058146	HalarcCGMCC16494_FD	HalarcCGMCC16494_FD.2617270787.tar.gz	YES
Salinispora pacifica CNT124	1007336	SalpacCNT124_FD	SalpacCNT124_FD.2517572159.tar.gz	YES
Marinococcus halotolerans DSM 16375	1010686	MarhalDSM16375_FD	MarhalDSM16375_FD.2524614596.tar.gz	YES
Pseudomonas cichorii NCPPB 943	1090703	PsecicNCPPB943_FD	PsecicNCPPB943_FD.2667527209.tar.gz	YES
Pseudonocardia asaccharolytica DSM 44247	1008556	PseasaDSM44247_FD	PseasaDSM44247_FD.2522572182.tar.gz	YES
Mycobacterium sp. KMS	16184	myc_k	NA	NO
Streptomyces sp. DpondAA-F4a	400907	StrspMPBF42a_FD	StrspMPBF42a_FD.2657245702.tar.gz	YES
Mycoplasma felifaucium ATCC 43428	1024821	MycfelATCC43428_FD	MycfelATCC43428_FD.3415883-2556921631.tar.gz	YES
Gilliamella sp. R-53248	1052848	GilspR53248_FD	GilspR53248_FD.2617270739.tar.gz	YES
Verrucomicrobium sp. LP2A	1008247	VerbacLP2A_FD	VerbacLP2A_FD.2529292580.tar.gz	YES
Plantibacter elymi VKM Ac-1784	1118394	null	NA	NO
Streptomyces sp. di50b	400917	Strthedi50b_FD	Strthedi50b_FD.2657245705.tar.gz	YES
Algoriphagus mannitolivorans DSM 15301	1008601	AlgmanDSM15301_FD	AlgmanDSM15301_FD.2523533553.tar.gz	YES
Desulfospira joergensenii DSM 10085	1005059	DesjoeDSM10085_FD	DesjoeDSM10085_FD.2523231085.tar.gz	YES
Desulfonauticus submarinus DSM 15269	1055163	DessubDSM15269_FD	DessubDSM15269_FD.2619619038.tar.gz	YES
Maritalea myrionectae DSM 19524	1008610	MarmyrDSM19524_FD	MarmyrDSM19524_FD.2524614608.tar.gz	YES
Arhodomonas aquaeolei DSM 8974	1000070	ArhaquDSM8974_FD	ArhaquDSM8974_FD.2519899679.tar.gz	YES
Flavobacterium micromati DSM 17659	1107837	FlamicDSM17659_FD	FlamicDSM17659_FD.2695420959.tar.gz	YES
Geodermatophilus luedemannii DSM 45219	1097039	GeolueDSM45219_FD	GeolueDSM45219_FD.2687453773.tar.gz	YES
Acinetobacter puyangensis ANC 4466	1102506	AcipuyANC4466_FD	AcipuyANC4466_FD.2671180233.tar.gz	YES
Micromonospora endolithica AA-459	1043246	Micend443PBPilot_FD	Micend443PBPilot_FD.2585427558.tar.gz	YES
Leucobacter chironomi DSM 19883	1013786	LeuchiDSM19883_FD	LeuchiDSM19883_FD.2524023214.tar.gz	YES
Actinomyces denticolens PA	1082156	ActdenPA_FD	ActdenPA_FD.2651870314.tar.gz	YES
Chlorobium phaeobacteroides BS1	16668	chlpb	NA	NO
Caldicellulosiruptor bescii MACB1020	1090901	CalbesMACB1020_FD	CalbesMACB1020_FD.2663762790.tar.gz	YES
Aureimonas jatrophae L7-484	1071361	AurjatL7484_FD	AurjatL7484_FD.2651870106.tar.gz	YES
Acholeplasma granularum ATCC 19168	1008084	AchgraATCC19168_FD	AchgraATCC19168_FD.2545824542.tar.gz	YES
Nitrosospira sp. 1 Nsp11	1098127	Nitsp1Nsp11_FD	Nitsp1Nsp11_FD.2671180073.tar.gz	YES
Clostridium acidisoli DSM 12555	1036647	CloaciDSM12555_FD	CloaciDSM12555_FD.2585428079.tar.gz	YES
Ruminococcus flavefaciens MC2020	1025978	RumflaMC2020_FD	RumflaMC2020_FD.3413165-2562617051.tar.gz	YES
Propionicimonas paludicola DSM 15597	1068244	PropalDSM15597_FD	PropalDSM15597_FD.2627853595.tar.gz	YES
Bacillus sp. RUPDJ	1115928	BacillusspRUPDJ_FD	BacillusspRUPDJ_FD.2708743157.tar.gz	YES
Flavobacteriaceae bacterium Mar_2010_188	1047290	Flabacr_2010_188_FD	Flabacr_2010_188_FD.2667527226.tar.gz	YES
Peptoclostridium litorale DSM 5388	1036677	ClolitDSM5388_FD	ClolitDSM5388_FD.2585428090.tar.gz	YES
Rubritepida flocculans DSM 14296	1013577	RubfloDSM14296_FD	RubfloDSM14296_FD.2524614851.tar.gz	YES
Sporacetigenium mesophilum DSM 16796	1030917	SpomesDSM16796_FD	SpomesDSM16796_FD.2574180449.tar.gz	YES
Lysinibacillus sp. TC-37	1039614	LysspTC37_FD	LysspTC37_FD.2585428100.tar.gz	YES
Histophilus somni 129P	16068	haeso	haeso.2606217696.tar.gz	YES
Cyanothece sp. PCC 7424	16698	null	NA	NO
Halobacillus aidingensis CGMCC 1.3703	1085141	HalaidCGMCC13703_FD	HalaidCGMCC13703_FD.2675903131.tar.gz	YES
Beggiatoa alba B18LD	16466	BegalbB18LD_FD	BegalbB18LD_FD.2508501047.tar.gz	YES
Clostridium botulinum sv. BoNT/B1 Okra	16682	null	NA	NO
Polynucleobacter sp. VK13	1121085	PolspVK13_FD	PolspVK13_FD.2708742530.tar.gz	YES
Pseudomonas sp. URMO17WK12:I3	1006993	null	NA	NO
Bacillus sp. 72	1009461	Bacspstrain72_FD	Bacspstrain72_FD.2574179736.tar.gz	YES
Albidiferax sp. OV413	1057498	AlbspOV413_FD	AlbspOV413_FD.2615840603.tar.gz	YES
Cloacibacterium normanense DSM 15886	1068520	ClonorDSM15886_FD	ClonorDSM15886_FD.2634166320.tar.gz	YES
Butyrivibrio sp. XBB1001	1012827	null	NA	NO
Phycicoccus dokdonensis DSM 22329	1068272	PhydokDSM22329_FD	PhydokDSM22329_FD.2634166372.tar.gz	YES
Bauldia litoralis ATCC 35022	1047173	BaulitATCC35022_FD	BaulitATCC35022_FD.2597490370.tar.gz	YES
Sphingobacterium sp. 21	400063	Sphsp21_FD	Sphsp21_FD.2505679080.tar.gz	YES
Nitrosomonas europaea Nm50	1098099	NiteurNm50_FD	NiteurNm50_FD.2671180134.tar.gz	YES
Microbacterium sp. RU370.1	1055649	MicspRU3701_FD	MicspRU3701_FD.2608642165.tar.gz	YES
Mariniphaga anaerophila DSM 26910	1107871	MaranaDSM26910	NA	NO
Pseudomonas brassicacearum BS3663	1066914	PsebraBS3663_FD	PsebraBS3663_FD.2639762602.tar.gz	YES
Pseudovibrio sp. Tun.PHSC04-5.I4	1075165	PsespTPHSC045I4_FD	PsespTPHSC045I4_FD.2636416046.tar.gz	YES
Streptomyces vitaminophilus DSM 41686	405889	StrDSM41686_FD	StrDSM41686_FD.2515154142.tar.gz	YES
Streptococcus equinus Sb04	1082198	StrequSb04_FD	StrequSb04_FD.2651870306.tar.gz	YES
Acidovorax cattleyae DSM 17101	1068524	AcicatDSM17101_FD	AcicatDSM17101_FD.2634166355.tar.gz	YES
Eudoraea adriatica DSM 19308	1006760	null	NA	NO
Streptococcus minor DSM 17118	1003070	StrminDSM17118_FD	StrminDSM17118_FD.2519103182.tar.gz	YES
Ralstonia sp. 25MFCol4.1	1065143	Ralsp25MFCol41_FD	Ralsp25MFCol41_FD.2639762659.tar.gz	YES
Pseudoxanthomonas sp. CF385	1094153	PsespCF385_FD	PsespCF385_FD.2690315626.tar.gz	YES
Phyllobacterium sp. YR620	1094150	PhyspYR620_FD	PhyspYR620_FD.2690315616.tar.gz	YES
Pseudarthrobacter chlorophenolicus DSM 12829	1068242	ArtchlDSM12829_FD	ArtchlDSM12829_FD.2634166551.tar.gz	YES
Klebsiella sp. NFIX20	1049793	KlespNFIX20_FD	KlespNFIX20_FD.2602042111.tar.gz	YES
Lachnospiraceae bacterium KHCPX20	1082163	LacbacKHCPX20_FD	LacbacKHCPX20_FD.2651870364.tar.gz	YES
Ruania albidiflava DSM 18029	1013912	RuaalbDSM18029_FD	RuaalbDSM18029_FD.2524614511.tar.gz	YES
Pseudomonas sp. LAIL14HWK12:I12	1007056	PsLI_8	NA	NO
Geodermatophilus limestoni DSM 46839	1107812	null	NA	NO
Tepidimicrobium xylanilyticum DSM 23310	1048732	TepxylDSM23310_FD	TepxylDSM23310_FD.2599185171.tar.gz	YES
Thalassospira lucentensis DSM 14000	1000319	ThalucDSM14000_FD	ThalucDSM14000_FD.2526164517.tar.gz	YES
Pseudobutyrivibrio ruminis DSM 9787	1034349	PserumDSM9787_FD	PserumDSM9787_FD.2596583532.tar.gz	YES
Rhizobiales bacterium YIM 77505	1036350	ProbacYIM77505_FD	ProbacYIM77505_FD.2579779157.tar.gz	YES
Clostridium sporosphaeroides DSM 1294	1011980	ClospoDSM1294_FD	ClospoDSM1294_FD.2519899647.tar.gz	YES
Pseudomonas sp. NFACC08-1	1049487	PsespNFACC081_FD	PsespNFACC081_FD.2599185248.tar.gz	YES
Ruminococcus sp. HUN007	1020218	RumspHUN007_FD	RumspHUN007_FD.2565956529.tar.gz	YES
Chlamydia trachomatis sv. G G/11222	16660	null	NA	NO
Jiangella alkaliphila DSM 45079	1068305	JiaalkDSM45079_FD	JiaalkDSM45079_FD.2639762615.tar.gz	YES
Brevundimonas aveniformis DSM 17977	1010734	BreaveDSM17977_FD	BreaveDSM17977_FD.2524614798.tar.gz	YES
Conexibacter woesei Iso977N	1012209	ConwoeIso977N_FD	ConwoeIso977N_FD.2522572195.tar.gz	YES
Dyella japonica UNC79MFTsu3.2	1020635	DyejapUNC79MFTs2_FD	DyejapUNC79MFTs2_FD.3368189-2556921674.tar.gz	YES
Streptomyces sp. MnatMP-M27	403059	StrspM27	NA	NO
Desulfatibacillum aliphaticivorans DSM 15576	1008481	DesaliDSM15576_FD	DesaliDSM15576_FD.2522572160.tar.gz	YES
Azospirillum oryzae A2P	1042733	AzooryA2P_FD	AzooryA2P_FD.2622736610.tar.gz	YES
Streptomyces bottropensis ATCC 25435	404835	StrbotATCC25435_FD	StrbotATCC25435_FD.2517572239.tar.gz	YES
Cohnella panacarvi Gsoil 349, DSM 18696	401887	CohpanGsoil349_FD	CohpanGsoil349_FD.2516493019.tar.gz	YES
Novispirillum itersonii itersonii ATCC 12639	1006787	NoviteATCC12639_FD	NoviteATCC12639_FD.2519899638.tar.gz	YES
Oscillatoria nigro-viridis PCC 7112	401176	OscspPCC7112_FD	OscspPCC7112_FD.2503982035.tar.gz	YES
Arthrobacter permensis VKM Ac-2550	1118388	ArtperVKMAc2550_FD	ArtperVKMAc2550_FD.2706795028.tar.gz	YES
Caulobacter segnis ATCC 21756	202769	null	NA	NO
Alicyclobacillus hesperidum DSM 12489	1068489	AlihesDSM12489_FD	AlihesDSM12489_FD.2634166329.tar.gz	YES
Prevotella sp. LC2012	1049919	PrespLC2012_FD	PrespLC2012_FD.2606217810.tar.gz	YES
Salinispora tropica CNY678	1025377	SaltroCNY678_FD	SaltroCNY678_FD.2561511109.tar.gz	YES
Arthrobacter sp. 35W	1000091	Artsp35W_FD	Artsp35W_FD.2528768210.tar.gz	YES
Spirosoma spitsbergense DSM 19989	406515	SpiDSM19989_FD	SpiDSM19989_FD.2515154151.tar.gz	YES
Pseudomonas costantinii BS2773	1066918	PsecosBS2773_FD	PsecosBS2773_FD.2645728113.tar.gz	YES
Cyanobium gracile PCC 6307	402646	null	NA	NO
Alicycliphilus denitrificans K601	400470	AlidenK601_FD	NA	NO
Acidaminococcus fermentens WCC6	1082131	AciferWCC6_FD	AciferWCC6_FD.2654588173.tar.gz	YES
Campylobacter ureolyticus DSM 20703	1000034	BacureDSM20703_FD	BacureDSM20703_FD.2517572240.tar.gz	YES
Chryseobacterium ureilyticum DSM 18017	1097095	ChrureDSM18017_FD	ChrureDSM18017_FD.2681813509.tar.gz	YES
Saccharibacillus sacchari DSM 19268	402741	SacsacDSM19268_FD	SacsacDSM19268_FD.2512875015.tar.gz	YES
Streptomyces sp. CNQ865	1016019	StrspCNQ865_FD	StrspCNQ865_FD.2524023247.tar.gz	YES
Collimonas sp. OK242	1057532	ColspOK242_FD	ColspOK242_FD.2609459735.tar.gz	YES
Salegentibacter sp. Hel_I_6	1042158	SalspHel_I_6_FD	SalspHel_I_6_FD.2582581317.tar.gz	YES
Desulfacinum infernum DSM 9756	1036545	DesinfDSM9756_FD	DesinfDSM9756_FD.2582580750.tar.gz	YES
Desulfovibrio alaskensis DSM 16109	1013765	DesalaDSM16109_FD	DesalaDSM16109_FD.2528311069.tar.gz	YES
Arthrobacter enclensis NIO-1008	1052854	ArtencNIO1008_FD	ArtencNIO1008_FD.2615840696.tar.gz	YES
